V1,V2,V3,File,ROTATE_0
LABELS,54.5613937378,Countryside,KEN-007-D0001-I000007.jpeg,
LABELS,54.5613937378,Outdoors,KEN-007-D0001-I000007.jpeg,
LABELS,51.7624969482,Forest,KEN-007-D0001-I000007.jpeg,
LABELS,51.7624969482,Jungle,KEN-007-D0001-I000007.jpeg,
LABELS,51.3764190674,Plant,KEN-007-D0001-I000007.jpeg,
LABELS,51.3764190674,Tree,KEN-007-D0001-I000007.jpeg,
LABELS,50.9928359985,Blossom,KEN-007-D0001-I000007.jpeg,
LABELS,50.9928359985,Flora,KEN-007-D0001-I000007.jpeg,
LABELS,50.9928359985,Flower,KEN-007-D0001-I000007.jpeg,
LABELS,50.843788147,Bush,KEN-007-D0001-I000007.jpeg,
LABELS,50.843788147,Vegetation,KEN-007-D0001-I000007.jpeg,
LABELS,89.6836624146,Animal,KEN-007-D0001-I000008.jpeg,
LABELS,89.6836624146,Boar,KEN-007-D0001-I000008.jpeg,
LABELS,89.6836624146,Mammal,KEN-007-D0001-I000008.jpeg,
LABELS,89.6836624146,Warthog,KEN-007-D0001-I000008.jpeg,
LABELS,53.3704147339,Outdoors,KEN-007-D0001-I000008.jpeg,
LABELS,52.9799804688,Countryside,KEN-007-D0001-I000008.jpeg,
LABELS,50.9332847595,Blossom,KEN-007-D0001-I000008.jpeg,
LABELS,50.9332847595,Flora,KEN-007-D0001-I000008.jpeg,
LABELS,50.9332847595,Flower,KEN-007-D0001-I000008.jpeg,
LABELS,50.9332847595,Plant,KEN-007-D0001-I000008.jpeg,
LABELS,50.7270698547,Tree,KEN-007-D0001-I000008.jpeg,
LABELS,50.7149353027,Forest,KEN-007-D0001-I000008.jpeg,
LABELS,50.7149353027,Jungle,KEN-007-D0001-I000008.jpeg,
LABELS,97.6435623169,Animal,KEN-007-D0001-I000009.jpeg,
LABELS,97.6435623169,Boar,KEN-007-D0001-I000009.jpeg,
LABELS,97.6435623169,Mammal,KEN-007-D0001-I000009.jpeg,
LABELS,97.6435623169,Warthog,KEN-007-D0001-I000009.jpeg,
LABELS,54.5516738892,Grassland,KEN-007-D0001-I000009.jpeg,
LABELS,54.5516738892,Outdoors,KEN-007-D0001-I000009.jpeg,
LABELS,54.5516738892,Savanna,KEN-007-D0001-I000009.jpeg,
LABELS,52.2099571228,Countryside,KEN-007-D0001-I000009.jpeg,
LABELS,51.3108673096,Forest,KEN-007-D0001-I000009.jpeg,
LABELS,51.3108673096,Jungle,KEN-007-D0001-I000009.jpeg,
LABELS,50.8265571594,Plant,KEN-007-D0001-I000009.jpeg,
LABELS,50.8265571594,Tree,KEN-007-D0001-I000009.jpeg,
LABELS,50.5297737122,Blossom,KEN-007-D0001-I000009.jpeg,
LABELS,50.5297737122,Flora,KEN-007-D0001-I000009.jpeg,
LABELS,50.5297737122,Flower,KEN-007-D0001-I000009.jpeg,
LABELS,97.9893875122,Animal,KEN-007-D0001-I000010.jpeg,
LABELS,97.9893875122,Boar,KEN-007-D0001-I000010.jpeg,
LABELS,97.9893875122,Mammal,KEN-007-D0001-I000010.jpeg,
LABELS,97.9893875122,Warthog,KEN-007-D0001-I000010.jpeg,
LABELS,72.340927124,Angus,KEN-007-D0001-I000010.jpeg,
LABELS,72.340927124,Bull,KEN-007-D0001-I000010.jpeg,
LABELS,54.5806808472,Bush,KEN-007-D0001-I000010.jpeg,
LABELS,54.5806808472,Plant,KEN-007-D0001-I000010.jpeg,
LABELS,54.5806808472,Vegetation,KEN-007-D0001-I000010.jpeg,
LABELS,54.5018615723,Countryside,KEN-007-D0001-I000010.jpeg,
LABELS,54.5018615723,Outdoors,KEN-007-D0001-I000010.jpeg,
LABELS,99.1301345825,Animal,KEN-007-D0009-I076493.jpeg,
LABELS,99.1301345825,Antelope,KEN-007-D0009-I076493.jpeg,
LABELS,99.1301345825,Gazelle,KEN-007-D0009-I076493.jpeg,
LABELS,99.1301345825,Impala,KEN-007-D0009-I076493.jpeg,
LABELS,99.0172119141,Animal,KEN-007-D0009-I076494.jpeg,
LABELS,99.0172119141,Antelope,KEN-007-D0009-I076494.jpeg,
LABELS,99.0172119141,Gazelle,KEN-007-D0009-I076494.jpeg,
LABELS,99.0172119141,Impala,KEN-007-D0009-I076494.jpeg,
LABELS,52.7671470642,Deer,KEN-007-D0009-I076494.jpeg,
LABELS,52.7671470642,Mammal,KEN-007-D0009-I076494.jpeg,
LABELS,52.7671470642,Wildlife,KEN-007-D0009-I076494.jpeg,
LABELS,98.3857116699,Animal,Lagostomus maximus 3733-16.JPG,
LABELS,98.3857116699,Chinchilla,Lagostomus maximus 3733-16.JPG,
LABELS,98.3857116699,Mammal,Lagostomus maximus 3733-16.JPG,
LABELS,98.3857116699,Rodent,Lagostomus maximus 3733-16.JPG,
LABELS,97.4201431274,Animal,Lagostomus maximus 3733-17.JPG,
LABELS,97.4201431274,Kangaroo,Lagostomus maximus 3733-17.JPG,
LABELS,97.4201431274,Mammal,Lagostomus maximus 3733-17.JPG,
LABELS,97.4201431274,Wallaby,Lagostomus maximus 3733-17.JPG,
LABELS,95.3499526978,Animal,Lagostomus maximus 3733-28.JPG,
LABELS,95.3499526978,Mammal,Lagostomus maximus 3733-28.JPG,
LABELS,95.3499526978,Possum,Lagostomus maximus 3733-28.JPG,
LABELS,73.5954742432,Kangaroo,Lagostomus maximus 3733-28.JPG,
LABELS,73.5954742432,Wallaby,Lagostomus maximus 3733-28.JPG,
LABELS,63.4105758667,Weasel,Lagostomus maximus 3733-28.JPG,
LABELS,91.6296234131,Animal,Lagostomus maximus K viscachal 16-05 3733-15.JPG,
LABELS,91.6296234131,Mammal,Lagostomus maximus K viscachal 16-05 3733-15.JPG,
LABELS,91.6296234131,Possum,Lagostomus maximus K viscachal 16-05 3733-15.JPG,
LABELS,98.3085250854,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,98.3085250854,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,98.3085250854,Possum,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,62.9344215393,Canine,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,62.9344215393,Coyote,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,62.9344215393,Grey Fox,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,62.9344215393,Red Wolf,Lagostomus maximus K vizcachal 21-05-05 3423-16.JPG,
LABELS,95.7259140015,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG,
LABELS,95.7259140015,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG,
LABELS,95.7259140015,Rat,Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG,
LABELS,95.7259140015,Rodent,Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG,
LABELS,93.6089248657,Possum,Lagostomus maximus K vizcachal 21-05-05 3423-17.JPG,
LABELS,69.2638549805,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,69.2638549805,Cat,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,69.2638549805,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,69.2638549805,Manx,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,69.2638549805,Pet,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,62.6324577332,Kitten,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,59.6464157104,Rat,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,59.6464157104,Rodent,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,53.3237457275,Abyssinian,Lagostomus maximus K vizcachal 21-05-05 3423-19.JPG,
LABELS,94.0754623413,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,94.0754623413,Canine,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,94.0754623413,Coyote,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,94.0754623413,Grey Fox,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,94.0754623413,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,94.0754623413,Red Wolf,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,69.7948608398,Cat,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,69.7948608398,Manx,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,69.7948608398,Pet,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,54.1058731079,Abyssinian,Lagostomus maximus K vizcachal 21-05-05 3423-21.JPG,
LABELS,92.7987823486,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,92.7987823486,Kangaroo,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,92.7987823486,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,92.7987823486,Wallaby,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,79.7713851929,Chinchilla,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,79.7713851929,Rodent,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,55.1281509399,Bunny,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,55.1281509399,Rabbit,Lagostomus maximus K vizcachal 21-05-05 3423-23.JPG,
LABELS,95.7402801514,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG,
LABELS,95.7402801514,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG,
LABELS,95.7402801514,Possum,Lagostomus maximus K vizcachal 21-05-05 3423-25.JPG,
LABELS,74.6448974609,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG,
LABELS,74.6448974609,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG,
LABELS,74.6448974609,Rat,Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG,
LABELS,74.6448974609,Rodent,Lagostomus maximus K vizcachal 21-05-05 3423-36.JPG,
LABELS,98.1429748535,Animal,Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG,
LABELS,98.1429748535,Mammal,Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG,
LABELS,98.1429748535,Possum,Lagostomus maximus K vizcachal 21-05-05 3423-6.JPG,
LABELS,73.4147033691,Animal,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.4147033691,Canine,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.4147033691,Dog,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.4147033691,Husky,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.4147033691,Mammal,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.4147033691,Pet,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.2953872681,Coyote,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.2953872681,Grey Fox,Lagostomus maximus + raton 3733-22.JPG,
LABELS,73.2953872681,Red Wolf,Lagostomus maximus + raton 3733-22.JPG,
LABELS,71.3999099731,Possum,Lagostomus maximus + raton 3733-22.JPG,
LABELS,62.3865470886,Eskimo Dog,Lagostomus maximus + raton 3733-22.JPG,
LABELS,98.0132293701,Animal,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,98.0132293701,Deer,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,98.0132293701,Mammal,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,98.0132293701,Wildlife,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,82.2415847778,Canine,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,82.2415847778,Coyote,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,82.2415847778,Grey Fox,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,82.2415847778,Red Wolf,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,78.0531997681,Boar,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,78.0531997681,Hog,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,78.0531997681,Pig,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,53.4466018677,Gazelle,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,53.4466018677,Impala,M.gouazoubira 2004-01-03 5709-22 S.Salitral-6000.JPG,
LABELS,99.1701278687,Animal,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,99.1701278687,Canine,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,99.1701278687,Coyote,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,99.1701278687,Grey Fox,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,99.1701278687,Mammal,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,99.1701278687,Red Wolf,ogeoffrogyi BP 1200 3729-26.JPG,
LABELS,75.6243972778,Animal,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,75.6243972778,Canine,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,75.6243972778,Hyena,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,75.6243972778,Mammal,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,64.6329727173,Leopard,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,64.6329727173,Snow Leopard,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,63.9488754272,Cat,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,63.9488754272,Pet,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,60.9727630615,Ocelot,ogeoffroyi  0823-13 Norte-5.JPG,
LABELS,88.7272338867,Animal,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Canine,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Fox,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Grey Fox,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Kit Fox,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Mammal,Ogeoffroyi 2493-6.JPG,
LABELS,88.7272338867,Red Fox,Ogeoffroyi 2493-6.JPG,
LABELS,65.2764358521,Cat,Ogeoffroyi 2493-6.JPG,
LABELS,65.2764358521,Manx,Ogeoffroyi 2493-6.JPG,
LABELS,65.2764358521,Pet,Ogeoffroyi 2493-6.JPG,
LABELS,59.6670799255,Leopard,Ogeoffroyi 2493-6.JPG,
LABELS,59.6670799255,Lynx,Ogeoffroyi 2493-6.JPG,
LABELS,59.6670799255,Wildlife,Ogeoffroyi 2493-6.JPG,
LABELS,59.3756599426,Snow Leopard,Ogeoffroyi 2493-6.JPG,
LABELS,56.7680053711,Egyptian Cat,Ogeoffroyi 2493-6.JPG,
LABELS,97.3564529419,Animal,Ogeoffroyi 2493-7.JPG,
LABELS,97.3564529419,Canine,Ogeoffroyi 2493-7.JPG,
LABELS,97.3564529419,Coyote,Ogeoffroyi 2493-7.JPG,
LABELS,97.3564529419,Grey Fox,Ogeoffroyi 2493-7.JPG,
LABELS,97.3564529419,Mammal,Ogeoffroyi 2493-7.JPG,
LABELS,97.3564529419,Red Wolf,Ogeoffroyi 2493-7.JPG,
LABELS,74.5375976562,Cat,Ogeoffroyi 2493-7.JPG,
LABELS,74.5375976562,Manx,Ogeoffroyi 2493-7.JPG,
LABELS,74.5375976562,Pet,Ogeoffroyi 2493-7.JPG,
LABELS,62.6650085449,Boar,Ogeoffroyi 2493-7.JPG,
LABELS,62.6650085449,Warthog,Ogeoffroyi 2493-7.JPG,
LABELS,98.0196075439,Animal,Ogeoffroyi 2498-3.JPG,
LABELS,98.0196075439,Canine,Ogeoffroyi 2498-3.JPG,
LABELS,98.0196075439,Hyena,Ogeoffroyi 2498-3.JPG,
LABELS,98.0196075439,Mammal,Ogeoffroyi 2498-3.JPG,
LABELS,97.4109802246,Giraffe,Ogeoffroyi 2498-3.JPG,
LABELS,96.0437393188,Leopard,Ogeoffroyi 2498-3.JPG,
LABELS,96.0437393188,Ocelot,Ogeoffroyi 2498-3.JPG,
LABELS,66.6226425171,Animal,Ogeoffroyi 2502-20.JPG,
LABELS,66.6226425171,Cat,Ogeoffroyi 2502-20.JPG,
LABELS,66.6226425171,Mammal,Ogeoffroyi 2502-20.JPG,
LABELS,66.6226425171,Manx,Ogeoffroyi 2502-20.JPG,
LABELS,66.6226425171,Pet,Ogeoffroyi 2502-20.JPG,
LABELS,62.8770179749,Siamese,Ogeoffroyi 2502-20.JPG,
LABELS,96.5521392822,Animal,Ogeoffroyi 3717-27.JPG,
LABELS,96.5521392822,Cheetah,Ogeoffroyi 3717-27.JPG,
LABELS,96.5521392822,Leopard,Ogeoffroyi 3717-27.JPG,
LABELS,77.1005859375,Wildlife,Ogeoffroyi 3717-27.JPG,
LABELS,76.968711853,Lynx,Ogeoffroyi 3717-27.JPG,
LABELS,61.3097000122,Bird,Ogeoffroyi 3717-27.JPG,
LABELS,61.3097000122,Flicker Bird,Ogeoffroyi 3717-27.JPG,
LABELS,61.3097000122,Woodpecker,Ogeoffroyi 3717-27.JPG,
LABELS,57.2081794739,Grassland,Ogeoffroyi 3717-27.JPG,
LABELS,57.2081794739,Outdoors,Ogeoffroyi 3717-27.JPG,
LABELS,57.2081794739,Savanna,Ogeoffroyi 3717-27.JPG,
LABELS,55.1009407043,Mammal,Ogeoffroyi 3717-27.JPG,
LABELS,55.1009407043,Ocelot,Ogeoffroyi 3717-27.JPG,
LABELS,53.6670570374,Jaguar,Ogeoffroyi 3717-27.JPG,
LABELS,51.177280426,Bush,Ogeoffroyi 3717-27.JPG,
LABELS,51.177280426,Plant,Ogeoffroyi 3717-27.JPG,
LABELS,51.177280426,Vegetation,Ogeoffroyi 3717-27.JPG,
LABELS,67.2786331177,Bush,Ogeoffroyi 3735-18.JPG,
LABELS,67.2786331177,Plant,Ogeoffroyi 3735-18.JPG,
LABELS,67.2786331177,Vegetation,Ogeoffroyi 3735-18.JPG,
LABELS,63.2483711243,Soil,Ogeoffroyi 3735-18.JPG,
LABELS,53.251083374,Forest,Ogeoffroyi 3735-18.JPG,
LABELS,51.4183502197,Soil,Ogeoffroyi 3735-32.JPG,
LABELS,51.3330993652,Forest,Ogeoffroyi 3735-32.JPG,
LABELS,51.3330993652,Jungle,Ogeoffroyi 3735-32.JPG,
LABELS,50.6619949341,Plant,Ogeoffroyi 3735-32.JPG,
LABELS,50.6619949341,Vegetation,Ogeoffroyi 3735-32.JPG,
LABELS,50.5127258301,Field,Ogeoffroyi 3735-32.JPG,
LABELS,50.5127258301,Grass,Ogeoffroyi 3735-32.JPG,
LABELS,50.5127258301,Grassland,Ogeoffroyi 3735-32.JPG,
LABELS,66.643196106,Animal,Ogeoffroyi 3735-33.JPG,
LABELS,66.643196106,Cat,Ogeoffroyi 3735-33.JPG,
LABELS,66.643196106,Mammal,Ogeoffroyi 3735-33.JPG,
LABELS,66.643196106,Pet,Ogeoffroyi 3735-33.JPG,
LABELS,58.4088668823,Abyssinian,Ogeoffroyi 3735-33.JPG,
LABELS,53.5566749573,Zoo,Ogeoffroyi 3735-33.JPG,
LABELS,51.7530136108,Canine,Ogeoffroyi 3735-33.JPG,
LABELS,51.7530136108,Coyote,Ogeoffroyi 3735-33.JPG,
LABELS,51.7530136108,Grey Fox,Ogeoffroyi 3735-33.JPG,
LABELS,51.7530136108,Red Wolf,Ogeoffroyi 3735-33.JPG,
LABELS,77.8522720337,Animal,Ogeoffroyi 3735-36.JPG,
LABELS,77.8522720337,Zoo,Ogeoffroyi 3735-36.JPG,
LABELS,54.667640686,Leopard,Ogeoffroyi 3735-36.JPG,
LABELS,54.667640686,Mammal,Ogeoffroyi 3735-36.JPG,
LABELS,54.667640686,Ocelot,Ogeoffroyi 3735-36.JPG,
LABELS,97.6416397095,Animal,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,97.6416397095,Canine,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,97.6416397095,Coyote,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,97.6416397095,Grey Fox,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,97.6416397095,Mammal,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,97.6416397095,Red Wolf,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,89.8128738403,Cheetah,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,89.8128738403,Leopard,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,87.2247772217,Gazelle,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,87.2247772217,Impala,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,87.2247772217,Wildlife,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,74.0151519775,Alligator,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,74.0151519775,Crocodile,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,74.0151519775,Reptile,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,51.1245269775,Snow Leopard,ogeoffroyi  4963-12 Norte-1.JPG,
LABELS,61.3708267212,Animal,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,61.3708267212,Canine,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,61.3708267212,Coyote,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,61.3708267212,Grey Fox,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,61.3708267212,Mammal,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,61.3708267212,Red Wolf,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,56.1398010254,Field,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,56.1398010254,Grass,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,56.1398010254,Grassland,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,56.1398010254,Plant,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,53.9453277588,Landscape,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,53.9453277588,Nature,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,53.9453277588,Scenery,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,52.1902389526,Dirt Road,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,52.1902389526,Gravel,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,52.1902389526,Road,ogeoffroyi 4974-20 Sur-3.JPG,
LABELS,93.3159255981,Animal,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,93.3159255981,Leopard,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,93.3159255981,Lynx,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,93.3159255981,Wildlife,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,69.7012023926,Cat,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,69.7012023926,Mammal,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,69.7012023926,Pet,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,65.5809631348,Abyssinian,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,59.7701416016,Ocelot,Oncifelis geoffroyi BP 22000 14-05-05 3732-12.JPG,
LABELS,53.6424751282,Field,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,53.6424751282,Grass,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,53.6424751282,Grassland,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,53.6424751282,Land,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,53.6424751282,Outdoors,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,52.9160575867,Plant,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.9100608826,Blossom,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.9100608826,Flora,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.9100608826,Flower,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.2904243469,Dirt Road,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.2904243469,Gravel,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,51.2904243469,Road,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,50.5975608826,Moss,Oncifelis geoffroyi B. Rococo 5-05-05 3731-30.JPG,
LABELS,93.437171936,Animal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,93.437171936,Cat,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,93.437171936,Pet,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,93.437171936,Siamese,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,73.5703201294,Mammal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,73.5703201294,Manx,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,69.1229476929,Kitten,Oncifelis geoffroyi B. Rococo 5-05-05 3731-31.JPG,
LABELS,94.7188415527,Animal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,94.7188415527,Leopard,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,94.7188415527,Mammal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,94.7188415527,Ocelot,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,89.3924942017,Cat,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,89.3924942017,Pet,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,76.1115646362,Manx,Oncifelis geoffroyi B. Rococo 5-05-05 3731-33.JPG,
LABELS,77.810333252,Animal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-34.JPG,
LABELS,77.810333252,Leopard,Oncifelis geoffroyi B. Rococo 5-05-05 3731-34.JPG,
LABELS,77.810333252,Mammal,Oncifelis geoffroyi B. Rococo 5-05-05 3731-34.JPG,
LABELS,77.810333252,Ocelot,Oncifelis geoffroyi B. Rococo 5-05-05 3731-34.JPG,
LABELS,53.7477416992,Snow Leopard,Oncifelis geoffroyi B. Rococo 5-05-05 3731-34.JPG,
LABELS,80.4142913818,Animal,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,80.4142913818,Cougar,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,80.4142913818,Lion,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,80.4142913818,Puma,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,62.405128479,Dog,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,62.405128479,Pet,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,62.405128479,White Dog,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
LABELS,61.8492736816,Cat,P.concolor 2003-12-27 5695-14 B.Principal-6000.JPG,
